"Experiment","Litter","Exp_date","Img_date","Embryo_ID","Background","Treatment","TE_ICM","Cellcount","Stage","litter.median","icm.count","Gene1","Genotype1","Gene2","Genotype2","Identity.hc","count","pc.icm"
"052714_R5b","052714_R5b",20140527,20140603,"052714_R5_LMb2","CD1/mixed","Littermate","ICM",55,"32_64",55,15,"any","wt","any","wt","DP",13,86.6666666666667
"052714_R5b","052714_R5b",20140527,20140603,"052714_R5_LMb2","CD1/mixed","Littermate","ICM",55,"32_64",55,15,"any","wt","any","wt","EPI",1,6.66666666666667
"052714_R5b","052714_R5b",20140527,20140603,"052714_R5_LMb2","CD1/mixed","Littermate","ICM",55,"32_64",55,15,"any","wt","any","wt","DN",1,6.66666666666667
"052714_R5b","052714_R5b",20140527,20140603,"052714_R5_LMb2","CD1/mixed","Littermate","TE",55,"32_64",55,15,"any","wt","any","wt","TE",40,266.666666666667
"052714_R5b","052714_R5b",20140527,20140603,"052714_R5_LMb3","CD1/mixed","Littermate","ICM",51,"32_64",55,19,"any","wt","any","wt","PRE",1,5.26315789473684
"052714_R5b","052714_R5b",20140527,20140603,"052714_R5_LMb3","CD1/mixed","Littermate","ICM",51,"32_64",55,19,"any","wt","any","wt","DP",13,68.4210526315789
"052714_R5b","052714_R5b",20140527,20140603,"052714_R5_LMb3","CD1/mixed","Littermate","ICM",51,"32_64",55,19,"any","wt","any","wt","EPI",2,10.5263157894737
"052714_R5b","052714_R5b",20140527,20140603,"052714_R5_LMb3","CD1/mixed","Littermate","ICM",51,"32_64",55,19,"any","wt","any","wt","DN",3,15.7894736842105
"052714_R5b","052714_R5b",20140527,20140603,"052714_R5_LMb3","CD1/mixed","Littermate","TE",51,"32_64",55,19,"any","wt","any","wt","TE",32,168.421052631579
"052715_R4a","052715_R4a",20150527,20150610,"052715_R4_LMa1","CD1/mixed","Littermate","ICM",56,"32_64",64,18,"any","wt","any","wt","PRE",5,27.7777777777778
"052715_R4a","052715_R4a",20150527,20150610,"052715_R4_LMa1","CD1/mixed","Littermate","ICM",56,"32_64",64,18,"any","wt","any","wt","DP",10,55.5555555555556
"052715_R4a","052715_R4a",20150527,20150610,"052715_R4_LMa1","CD1/mixed","Littermate","ICM",56,"32_64",64,18,"any","wt","any","wt","EPI",2,11.1111111111111
"052715_R4a","052715_R4a",20150527,20150610,"052715_R4_LMa1","CD1/mixed","Littermate","ICM",56,"32_64",64,18,"any","wt","any","wt","DN",1,5.55555555555556
"052715_R4a","052715_R4a",20150527,20150610,"052715_R4_LMa1","CD1/mixed","Littermate","TE",56,"32_64",64,18,"any","wt","any","wt","TE",38,211.111111111111
"052715_R4a","052715_R4a",20150527,20150610,"052715_R4_LMa2","CD1/mixed","Littermate","ICM",86,"64_90",64,25,"any","wt","any","wt","PRE",13,52
"052715_R4a","052715_R4a",20150527,20150610,"052715_R4_LMa2","CD1/mixed","Littermate","ICM",86,"64_90",64,25,"any","wt","any","wt","DP",5,20
"052715_R4a","052715_R4a",20150527,20150610,"052715_R4_LMa2","CD1/mixed","Littermate","ICM",86,"64_90",64,25,"any","wt","any","wt","EPI",7,28
"052715_R4a","052715_R4a",20150527,20150610,"052715_R4_LMa2","CD1/mixed","Littermate","TE",86,"64_90",64,25,"any","wt","any","wt","TE",61,244
"052715_R4a","052715_R4a",20150527,20150610,"052715_R4_LMa3","CD1/mixed","Littermate","ICM",64,"64_90",64,17,"any","wt","any","wt","PRE",9,52.9411764705882
"052715_R4a","052715_R4a",20150527,20150610,"052715_R4_LMa3","CD1/mixed","Littermate","ICM",64,"64_90",64,17,"any","wt","any","wt","DP",3,17.6470588235294
"052715_R4a","052715_R4a",20150527,20150610,"052715_R4_LMa3","CD1/mixed","Littermate","ICM",64,"64_90",64,17,"any","wt","any","wt","EPI",5,29.4117647058824
"052715_R4a","052715_R4a",20150527,20150610,"052715_R4_LMa3","CD1/mixed","Littermate","TE",64,"64_90",64,17,"any","wt","any","wt","TE",47,276.470588235294
"052715_R4b","052715_R4b",20150527,20150610,"052715_R4_LMb1","CD1/mixed","Littermate","ICM",105,"90_120",105,41,"any","wt","any","wt","PRE",22,53.6585365853659
"052715_R4b","052715_R4b",20150527,20150610,"052715_R4_LMb1","CD1/mixed","Littermate","ICM",105,"90_120",105,41,"any","wt","any","wt","DP",5,12.1951219512195
"052715_R4b","052715_R4b",20150527,20150610,"052715_R4_LMb1","CD1/mixed","Littermate","ICM",105,"90_120",105,41,"any","wt","any","wt","EPI",14,34.1463414634146
"052715_R4b","052715_R4b",20150527,20150610,"052715_R4_LMb1","CD1/mixed","Littermate","TE",105,"90_120",105,41,"any","wt","any","wt","TE",64,156.09756097561
"052715_R4b","052715_R4b",20150527,20150610,"052715_R4_LMb2","CD1/mixed","Littermate","ICM",79,"64_90",105,24,"any","wt","any","wt","PRE",13,54.1666666666667
"052715_R4b","052715_R4b",20150527,20150610,"052715_R4_LMb2","CD1/mixed","Littermate","ICM",79,"64_90",105,24,"any","wt","any","wt","DP",1,4.16666666666667
"052715_R4b","052715_R4b",20150527,20150610,"052715_R4_LMb2","CD1/mixed","Littermate","ICM",79,"64_90",105,24,"any","wt","any","wt","EPI",10,41.6666666666667
"052715_R4b","052715_R4b",20150527,20150610,"052715_R4_LMb2","CD1/mixed","Littermate","TE",79,"64_90",105,24,"any","wt","any","wt","TE",55,229.166666666667
"060414_1","060414_1",20140604,20140624,"060414_1_1","CD1/mixed","Littermate","ICM",37,"32_64",40,13,"any","wt","any","wt","DP",11,84.6153846153846
"060414_1","060414_1",20140604,20140624,"060414_1_1","CD1/mixed","Littermate","ICM",37,"32_64",40,13,"any","wt","any","wt","EPI",1,7.69230769230769
"060414_1","060414_1",20140604,20140624,"060414_1_1","CD1/mixed","Littermate","ICM",37,"32_64",40,13,"any","wt","any","wt","DN",1,7.69230769230769
"060414_1","060414_1",20140604,20140624,"060414_1_1","CD1/mixed","Littermate","TE",37,"32_64",40,13,"any","wt","any","wt","TE",24,184.615384615385
"060414_1","060414_1",20140604,20140624,"060414_1_10","CD1/mixed","Littermate","ICM",36,"32_64",40,10,"any","wt","any","wt","PRE",1,10
"060414_1","060414_1",20140604,20140624,"060414_1_10","CD1/mixed","Littermate","ICM",36,"32_64",40,10,"any","wt","any","wt","DP",6,60
"060414_1","060414_1",20140604,20140624,"060414_1_10","CD1/mixed","Littermate","ICM",36,"32_64",40,10,"any","wt","any","wt","EPI",2,20
"060414_1","060414_1",20140604,20140624,"060414_1_10","CD1/mixed","Littermate","ICM",36,"32_64",40,10,"any","wt","any","wt","DN",1,10
"060414_1","060414_1",20140604,20140624,"060414_1_10","CD1/mixed","Littermate","TE",36,"32_64",40,10,"any","wt","any","wt","TE",26,260
"060414_1","060414_1",20140604,20140624,"060414_1_11","CD1/mixed","Littermate","ICM",49,"32_64",40,15,"any","wt","any","wt","PRE",8,53.3333333333333
"060414_1","060414_1",20140604,20140624,"060414_1_11","CD1/mixed","Littermate","ICM",49,"32_64",40,15,"any","wt","any","wt","DP",4,26.6666666666667
"060414_1","060414_1",20140604,20140624,"060414_1_11","CD1/mixed","Littermate","ICM",49,"32_64",40,15,"any","wt","any","wt","DN",3,20
"060414_1","060414_1",20140604,20140624,"060414_1_11","CD1/mixed","Littermate","TE",49,"32_64",40,15,"any","wt","any","wt","TE",34,226.666666666667
"060414_1","060414_1",20140604,20140624,"060414_1_12","CD1/mixed","Littermate","ICM",37,"32_64",40,13,"any","wt","any","wt","PRE",4,30.7692307692308
"060414_1","060414_1",20140604,20140624,"060414_1_12","CD1/mixed","Littermate","ICM",37,"32_64",40,13,"any","wt","any","wt","DP",3,23.0769230769231
"060414_1","060414_1",20140604,20140624,"060414_1_12","CD1/mixed","Littermate","ICM",37,"32_64",40,13,"any","wt","any","wt","EPI",3,23.0769230769231
"060414_1","060414_1",20140604,20140624,"060414_1_12","CD1/mixed","Littermate","ICM",37,"32_64",40,13,"any","wt","any","wt","DN",3,23.0769230769231
"060414_1","060414_1",20140604,20140624,"060414_1_12","CD1/mixed","Littermate","TE",37,"32_64",40,13,"any","wt","any","wt","TE",24,184.615384615385
"060414_1","060414_1",20140604,20140624,"060414_1_13","CD1/mixed","Littermate","ICM",44,"32_64",40,14,"any","wt","any","wt","PRE",4,28.5714285714286
"060414_1","060414_1",20140604,20140624,"060414_1_13","CD1/mixed","Littermate","ICM",44,"32_64",40,14,"any","wt","any","wt","DP",5,35.7142857142857
"060414_1","060414_1",20140604,20140624,"060414_1_13","CD1/mixed","Littermate","ICM",44,"32_64",40,14,"any","wt","any","wt","EPI",3,21.4285714285714
"060414_1","060414_1",20140604,20140624,"060414_1_13","CD1/mixed","Littermate","ICM",44,"32_64",40,14,"any","wt","any","wt","DN",2,14.2857142857143
"060414_1","060414_1",20140604,20140624,"060414_1_13","CD1/mixed","Littermate","TE",44,"32_64",40,14,"any","wt","any","wt","TE",30,214.285714285714
"060414_1","060414_1",20140604,20140624,"060414_1_2","CD1/mixed","Littermate","ICM",62,"32_64",40,22,"any","wt","any","wt","PRE",2,9.09090909090909
"060414_1","060414_1",20140604,20140624,"060414_1_2","CD1/mixed","Littermate","ICM",62,"32_64",40,22,"any","wt","any","wt","DP",16,72.7272727272727
"060414_1","060414_1",20140604,20140624,"060414_1_2","CD1/mixed","Littermate","ICM",62,"32_64",40,22,"any","wt","any","wt","EPI",1,4.54545454545455
"060414_1","060414_1",20140604,20140624,"060414_1_2","CD1/mixed","Littermate","ICM",62,"32_64",40,22,"any","wt","any","wt","DN",3,13.6363636363636
"060414_1","060414_1",20140604,20140624,"060414_1_2","CD1/mixed","Littermate","TE",62,"32_64",40,22,"any","wt","any","wt","TE",40,181.818181818182
"060414_1","060414_1",20140604,20140624,"060414_1_3","CD1/mixed","Littermate","ICM",45,"32_64",40,16,"any","wt","any","wt","PRE",4,25
"060414_1","060414_1",20140604,20140624,"060414_1_3","CD1/mixed","Littermate","ICM",45,"32_64",40,16,"any","wt","any","wt","DP",10,62.5
"060414_1","060414_1",20140604,20140624,"060414_1_3","CD1/mixed","Littermate","ICM",45,"32_64",40,16,"any","wt","any","wt","DN",2,12.5
"060414_1","060414_1",20140604,20140624,"060414_1_3","CD1/mixed","Littermate","TE",45,"32_64",40,16,"any","wt","any","wt","TE",29,181.25
"060414_1","060414_1",20140604,20140624,"060414_1_4","CD1/mixed","Littermate","ICM",40,"32_64",40,15,"any","wt","any","wt","DP",15,100
"060414_1","060414_1",20140604,20140624,"060414_1_4","CD1/mixed","Littermate","TE",40,"32_64",40,15,"any","wt","any","wt","TE",25,166.666666666667
"060414_1","060414_1",20140604,20140624,"060414_1_5","CD1/mixed","Littermate","ICM",37,"32_64",40,17,"any","wt","any","wt","PRE",3,17.6470588235294
"060414_1","060414_1",20140604,20140624,"060414_1_5","CD1/mixed","Littermate","ICM",37,"32_64",40,17,"any","wt","any","wt","DP",14,82.3529411764706
"060414_1","060414_1",20140604,20140624,"060414_1_5","CD1/mixed","Littermate","TE",37,"32_64",40,17,"any","wt","any","wt","TE",20,117.647058823529
"060414_1","060414_1",20140604,20140624,"060414_1_6","CD1/mixed","Littermate","ICM",34,"32_64",40,12,"any","wt","any","wt","PRE",1,8.33333333333333
"060414_1","060414_1",20140604,20140624,"060414_1_6","CD1/mixed","Littermate","ICM",34,"32_64",40,12,"any","wt","any","wt","DP",10,83.3333333333333
"060414_1","060414_1",20140604,20140624,"060414_1_6","CD1/mixed","Littermate","ICM",34,"32_64",40,12,"any","wt","any","wt","DN",1,8.33333333333333
"060414_1","060414_1",20140604,20140624,"060414_1_6","CD1/mixed","Littermate","TE",34,"32_64",40,12,"any","wt","any","wt","TE",22,183.333333333333
"060414_1","060414_1",20140604,20140624,"060414_1_7","CD1/mixed","Littermate","ICM",32,"32_64",40,14,"any","wt","any","wt","PRE",8,57.1428571428571
"060414_1","060414_1",20140604,20140624,"060414_1_7","CD1/mixed","Littermate","ICM",32,"32_64",40,14,"any","wt","any","wt","DP",3,21.4285714285714
"060414_1","060414_1",20140604,20140624,"060414_1_7","CD1/mixed","Littermate","ICM",32,"32_64",40,14,"any","wt","any","wt","EPI",2,14.2857142857143
"060414_1","060414_1",20140604,20140624,"060414_1_7","CD1/mixed","Littermate","ICM",32,"32_64",40,14,"any","wt","any","wt","DN",1,7.14285714285714
"060414_1","060414_1",20140604,20140624,"060414_1_7","CD1/mixed","Littermate","TE",32,"32_64",40,14,"any","wt","any","wt","TE",18,128.571428571429
"060414_1","060414_1",20140604,20140624,"060414_1_8","CD1/mixed","Littermate","ICM",43,"32_64",40,13,"any","wt","any","wt","DP",12,92.3076923076923
"060414_1","060414_1",20140604,20140624,"060414_1_8","CD1/mixed","Littermate","ICM",43,"32_64",40,13,"any","wt","any","wt","EPI",1,7.69230769230769
"060414_1","060414_1",20140604,20140624,"060414_1_8","CD1/mixed","Littermate","TE",43,"32_64",40,13,"any","wt","any","wt","TE",30,230.769230769231
"060414_2","060414_2",20140604,20140617,"060414_2_1","CD1/mixed","Littermate","ICM",68,"64_90",64,31,"any","wt","any","wt","PRE",5,16.1290322580645
"060414_2","060414_2",20140604,20140617,"060414_2_1","CD1/mixed","Littermate","ICM",68,"64_90",64,31,"any","wt","any","wt","DP",26,83.8709677419355
"060414_2","060414_2",20140604,20140617,"060414_2_1","CD1/mixed","Littermate","TE",68,"64_90",64,31,"any","wt","any","wt","TE",37,119.354838709677
"060414_2","060414_2",20140604,20140617,"060414_2_2","CD1/mixed","Littermate","ICM",64,"64_90",64,19,"any","wt","any","wt","PRE",5,26.3157894736842
"060414_2","060414_2",20140604,20140617,"060414_2_2","CD1/mixed","Littermate","ICM",64,"64_90",64,19,"any","wt","any","wt","DP",13,68.4210526315789
"060414_2","060414_2",20140604,20140617,"060414_2_2","CD1/mixed","Littermate","ICM",64,"64_90",64,19,"any","wt","any","wt","DN",1,5.26315789473684
"060414_2","060414_2",20140604,20140617,"060414_2_2","CD1/mixed","Littermate","TE",64,"64_90",64,19,"any","wt","any","wt","TE",45,236.842105263158
"060414_2","060414_2",20140604,20140617,"060414_2_3","CD1/mixed","Littermate","ICM",58,"32_64",64,30,"any","wt","any","wt","PRE",6,20
"060414_2","060414_2",20140604,20140617,"060414_2_3","CD1/mixed","Littermate","ICM",58,"32_64",64,30,"any","wt","any","wt","DP",14,46.6666666666667
"060414_2","060414_2",20140604,20140617,"060414_2_3","CD1/mixed","Littermate","ICM",58,"32_64",64,30,"any","wt","any","wt","EPI",10,33.3333333333333
"060414_2","060414_2",20140604,20140617,"060414_2_3","CD1/mixed","Littermate","TE",58,"32_64",64,30,"any","wt","any","wt","TE",28,93.3333333333333
"060414_2","060414_2",20140604,20140617,"060414_2_4","CD1/mixed","Littermate","ICM",64,"64_90",64,27,"any","wt","any","wt","PRE",4,14.8148148148148
"060414_2","060414_2",20140604,20140617,"060414_2_4","CD1/mixed","Littermate","ICM",64,"64_90",64,27,"any","wt","any","wt","DP",21,77.7777777777778
"060414_2","060414_2",20140604,20140617,"060414_2_4","CD1/mixed","Littermate","ICM",64,"64_90",64,27,"any","wt","any","wt","EPI",2,7.40740740740741
"060414_2","060414_2",20140604,20140617,"060414_2_4","CD1/mixed","Littermate","TE",64,"64_90",64,27,"any","wt","any","wt","TE",37,137.037037037037
"060414_2","060414_2",20140604,20140617,"060414_2_5","CD1/mixed","Littermate","ICM",59,"32_64",64,21,"any","wt","any","wt","DP",15,71.4285714285714
"060414_2","060414_2",20140604,20140617,"060414_2_5","CD1/mixed","Littermate","ICM",59,"32_64",64,21,"any","wt","any","wt","EPI",6,28.5714285714286
"060414_2","060414_2",20140604,20140617,"060414_2_5","CD1/mixed","Littermate","TE",59,"32_64",64,21,"any","wt","any","wt","TE",38,180.952380952381
"060414_2","060414_2",20140604,20140617,"060414_2_6","CD1/mixed","Littermate","ICM",70,"64_90",64,29,"any","wt","any","wt","PRE",8,27.5862068965517
"060414_2","060414_2",20140604,20140617,"060414_2_6","CD1/mixed","Littermate","ICM",70,"64_90",64,29,"any","wt","any","wt","DP",19,65.5172413793103
"060414_2","060414_2",20140604,20140617,"060414_2_6","CD1/mixed","Littermate","ICM",70,"64_90",64,29,"any","wt","any","wt","EPI",2,6.89655172413793
"060414_2","060414_2",20140604,20140617,"060414_2_6","CD1/mixed","Littermate","TE",70,"64_90",64,29,"any","wt","any","wt","TE",41,141.379310344828
"060414_2","060414_2",20140604,20140617,"060414_2_7","CD1/mixed","Littermate","ICM",63,"32_64",64,31,"any","wt","any","wt","PRE",4,12.9032258064516
"060414_2","060414_2",20140604,20140617,"060414_2_7","CD1/mixed","Littermate","ICM",63,"32_64",64,31,"any","wt","any","wt","DP",24,77.4193548387097
"060414_2","060414_2",20140604,20140617,"060414_2_7","CD1/mixed","Littermate","ICM",63,"32_64",64,31,"any","wt","any","wt","EPI",3,9.67741935483871
"060414_2","060414_2",20140604,20140617,"060414_2_7","CD1/mixed","Littermate","TE",63,"32_64",64,31,"any","wt","any","wt","TE",32,103.225806451613
"060514_1","060514_1",20140605,20140616,"060514_1_1","CD1/mixed","Littermate","ICM",67,"64_90",67,25,"any","wt","any","wt","PRE",9,36
"060514_1","060514_1",20140605,20140616,"060514_1_1","CD1/mixed","Littermate","ICM",67,"64_90",67,25,"any","wt","any","wt","DP",11,44
"060514_1","060514_1",20140605,20140616,"060514_1_1","CD1/mixed","Littermate","ICM",67,"64_90",67,25,"any","wt","any","wt","EPI",5,20
"060514_1","060514_1",20140605,20140616,"060514_1_1","CD1/mixed","Littermate","TE",67,"64_90",67,25,"any","wt","any","wt","TE",42,168
"060514_1","060514_1",20140605,20140616,"060514_1_2","CD1/mixed","Littermate","ICM",64,"64_90",67,30,"any","wt","any","wt","PRE",18,60
"060514_1","060514_1",20140605,20140616,"060514_1_2","CD1/mixed","Littermate","ICM",64,"64_90",67,30,"any","wt","any","wt","DP",10,33.3333333333333
"060514_1","060514_1",20140605,20140616,"060514_1_2","CD1/mixed","Littermate","ICM",64,"64_90",67,30,"any","wt","any","wt","EPI",2,6.66666666666667
"060514_1","060514_1",20140605,20140616,"060514_1_2","CD1/mixed","Littermate","TE",64,"64_90",67,30,"any","wt","any","wt","TE",34,113.333333333333
"060514_1","060514_1",20140605,20140616,"060514_1_3","CD1/mixed","Littermate","ICM",66,"64_90",67,24,"any","wt","any","wt","PRE",13,54.1666666666667
"060514_1","060514_1",20140605,20140616,"060514_1_3","CD1/mixed","Littermate","ICM",66,"64_90",67,24,"any","wt","any","wt","DP",10,41.6666666666667
"060514_1","060514_1",20140605,20140616,"060514_1_3","CD1/mixed","Littermate","ICM",66,"64_90",67,24,"any","wt","any","wt","EPI",1,4.16666666666667
"060514_1","060514_1",20140605,20140616,"060514_1_3","CD1/mixed","Littermate","TE",66,"64_90",67,24,"any","wt","any","wt","TE",42,175
"060514_1","060514_1",20140605,20140616,"060514_1_4","CD1/mixed","Littermate","ICM",70,"64_90",67,23,"any","wt","any","wt","PRE",15,65.2173913043478
"060514_1","060514_1",20140605,20140616,"060514_1_4","CD1/mixed","Littermate","ICM",70,"64_90",67,23,"any","wt","any","wt","DP",2,8.69565217391304
"060514_1","060514_1",20140605,20140616,"060514_1_4","CD1/mixed","Littermate","ICM",70,"64_90",67,23,"any","wt","any","wt","EPI",5,21.7391304347826
"060514_1","060514_1",20140605,20140616,"060514_1_4","CD1/mixed","Littermate","ICM",70,"64_90",67,23,"any","wt","any","wt","DN",1,4.34782608695652
"060514_1","060514_1",20140605,20140616,"060514_1_4","CD1/mixed","Littermate","TE",70,"64_90",67,23,"any","wt","any","wt","TE",47,204.347826086957
"060915_R3","060915_R3",20150609,20150618,"060915_R3_LM1","CD1/mixed","Littermate","ICM",76,"64_90",90,27,"any","wt","any","wt","PRE",1,3.7037037037037
"060915_R3","060915_R3",20150609,20150618,"060915_R3_LM1","CD1/mixed","Littermate","ICM",76,"64_90",90,27,"any","wt","any","wt","DP",26,96.2962962962963
"060915_R3","060915_R3",20150609,20150618,"060915_R3_LM1","CD1/mixed","Littermate","TE",76,"64_90",90,27,"any","wt","any","wt","TE",49,181.481481481481
"060915_R3","060915_R3",20150609,20150618,"060915_R3_LM2","CD1/mixed","Littermate","ICM",90,"90_120",90,23,"any","wt","any","wt","PRE",5,21.7391304347826
"060915_R3","060915_R3",20150609,20150618,"060915_R3_LM2","CD1/mixed","Littermate","ICM",90,"90_120",90,23,"any","wt","any","wt","DP",18,78.2608695652174
"060915_R3","060915_R3",20150609,20150618,"060915_R3_LM2","CD1/mixed","Littermate","TE",90,"90_120",90,23,"any","wt","any","wt","TE",67,291.304347826087
"060915_R4","060915_R4",20150609,20150617,"060915_R4_LM1","CD1/mixed","Littermate","ICM",89,"64_90",114,29,"any","wt","any","wt","PRE",18,62.0689655172414
"060915_R4","060915_R4",20150609,20150617,"060915_R4_LM1","CD1/mixed","Littermate","ICM",89,"64_90",114,29,"any","wt","any","wt","DP",3,10.3448275862069
"060915_R4","060915_R4",20150609,20150617,"060915_R4_LM1","CD1/mixed","Littermate","ICM",89,"64_90",114,29,"any","wt","any","wt","EPI",8,27.5862068965517
"060915_R4","060915_R4",20150609,20150617,"060915_R4_LM1","CD1/mixed","Littermate","TE",89,"64_90",114,29,"any","wt","any","wt","TE",60,206.896551724138
"060915_R4","060915_R4",20150609,20150617,"060915_R4_LM2","CD1/mixed","Littermate","ICM",114,"90_120",114,31,"any","wt","any","wt","PRE",14,45.1612903225806
"060915_R4","060915_R4",20150609,20150617,"060915_R4_LM2","CD1/mixed","Littermate","ICM",114,"90_120",114,31,"any","wt","any","wt","DP",1,3.2258064516129
"060915_R4","060915_R4",20150609,20150617,"060915_R4_LM2","CD1/mixed","Littermate","ICM",114,"90_120",114,31,"any","wt","any","wt","EPI",16,51.6129032258064
"060915_R4","060915_R4",20150609,20150617,"060915_R4_LM2","CD1/mixed","Littermate","TE",114,"90_120",114,31,"any","wt","any","wt","TE",83,267.741935483871
"061014_1","061014_1",20140610,20140618,"061014_1_1","CD1/mixed","Littermate","ICM",33,"32_64",46,14,"any","wt","any","wt","PRE",1,7.14285714285714
"061014_1","061014_1",20140610,20140618,"061014_1_1","CD1/mixed","Littermate","ICM",33,"32_64",46,14,"any","wt","any","wt","DP",13,92.8571428571429
"061014_1","061014_1",20140610,20140618,"061014_1_1","CD1/mixed","Littermate","TE",33,"32_64",46,14,"any","wt","any","wt","TE",19,135.714285714286
